Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2    176/7328     0.119     0.147      1.48      0.17      1.91        77     0.871
     0/2    177/7328     0.119     0.147      1.48      0.17      1.91       117     0.925
     0/2    178/7328     0.119     0.147      1.47      0.17      1.91        73     0.869
     0/2    179/7328     0.119     0.147      1.47     0.169      1.91       109     0.904
     0/2    180/7328     0.119     0.147      1.47     0.169      1.91       108     0.964
     0/2    181/7328     0.119     0.147      1.47     0.169      1.91       183      0.93
     0/2    182/7328     0.119     0.147      1.47      0.17      1.91       153     0.915
     0/2    183/7328     0.119     0.147      1.47      0.17      1.91       108     0.921
     0/2    184/7328     0.119     0.147      1.48     0.169      1.91       199     0.957
     0/2    185/7328     0.119     0.147      1.48      0.17      1.91        99     0.929
     0/2    186/7328     0.119     0.147      1.48      0.17      1.91       129     0.827
     0/2    187/7328     0.119     0.147      1.48     0.169      1.91        88     0.907
     0/2    188/7328     0.119     0.147      1.48      0.17      1.91       131     0.985
     0/2    189/7328     0.119     0.147      1.48      0.17      1.92       146      1.02
     0/2    190/7328     0.119     0.147      1.48     0.169      1.91        57     0.866
     0/2    191/7328     0.119     0.147      1.48     0.169      1.91       113     0.994
     0/2    192/7328     0.119     0.147      1.48     0.169      1.91       170      0.89
     0/2    193/7328     0.119     0.147      1.48      0.17      1.92       168     0.894
     0/2    194/7328     0.119     0.147      1.48      0.17      1.92       111     0.849
     0/2    195/7328     0.119     0.147      1.49     0.171      1.92       213     0.851
     0/2    196/7328     0.119     0.147      1.49     0.171      1.93       153      1.01
     0/2    197/7328     0.119     0.148      1.49     0.171      1.93       169     0.834
     0/2    198/7328     0.119     0.148      1.49     0.171      1.93       123     0.951
     0/2    199/7328     0.119     0.148      1.49     0.172      1.93        97     0.819
     0/2    200/7328     0.119     0.147      1.49     0.172      1.93        98     0.901
     0/2    201/7328     0.119     0.147      1.49     0.172      1.93       136     0.836
     0/2    202/7328     0.119     0.147      1.49     0.172      1.93        88     0.997
     0/2    203/7328     0.119     0.147      1.49     0.172      1.93       173     0.879
     0/2    204/7328     0.119     0.147      1.49     0.172      1.93        81     0.858
     0/2    205/7328     0.119     0.147      1.49     0.172      1.93       117      0.95
     0/2    206/7328     0.119     0.147      1.49     0.172      1.92        94     0.895
     0/2    207/7328     0.119     0.147      1.49     0.172      1.92       126     0.823
     0/2    208/7328     0.119     0.147      1.49     0.172      1.93        91     0.906
     0/2    209/7328     0.119     0.147      1.49     0.172      1.93       114     0.878
     0/2    210/7328     0.119     0.147      1.49     0.173      1.93       126     0.943
     0/2    211/7328     0.119     0.147      1.49     0.174      1.93        92     0.854
     0/2    212/7328     0.119     0.147      1.49     0.175      1.93        89     0.927
     0/2    213/7328     0.119     0.147      1.49     0.176      1.93       132      0.88
     0/2    214/7328     0.119     0.147      1.49     0.175      1.93       107     0.876
     0/2    215/7328     0.119     0.147      1.49     0.175      1.93       114     0.907
     0/2    216/7328     0.119     0.147      1.49     0.175      1.94       168      0.88
     0/2    217/7328     0.119     0.147       1.5     0.175      1.94       130     0.977
     0/2    218/7328     0.119     0.147       1.5     0.175      1.94       103     0.957
     0/2    219/7328     0.119     0.148       1.5     0.175      1.94       157     0.852
     0/2    220/7328     0.119     0.148       1.5     0.175      1.94       106      0.88
     0/2    221/7328     0.119     0.147       1.5     0.175      1.94       104     0.805
     0/2    222/7328     0.119     0.147      1.49     0.175      1.93        69     0.908
     0/2    223/7328     0.119     0.147      1.49     0.176      1.94       131     0.962
     0/2    224/7328     0.119     0.147      1.49     0.176      1.94       101     0.922
     0/2    225/7328     0.119     0.147      1.49     0.176      1.93       103      0.87
     0/2    226/7328     0.119     0.147      1.49     0.176      1.93       101     0.902
     0/2    227/7328     0.119     0.147      1.49     0.176      1.93        98     0.865
     0/2    228/7328     0.119     0.147      1.49     0.176      1.93       100     0.897
     0/2    229/7328     0.119     0.147      1.49     0.176      1.93        95      1.04
     0/2    230/7328     0.119     0.147      1.49     0.176      1.93       121     0.984
     0/2    231/7328     0.119     0.147      1.49     0.177      1.93        91     0.906
     0/2    232/7328     0.119     0.147      1.49     0.177      1.93       123     0.904
     0/2    233/7328     0.119     0.147      1.49     0.177      1.93       107     0.866
     0/2    234/7328     0.119     0.147      1.49     0.177      1.93        75     0.861
     0/2    235/7328     0.119     0.147      1.49     0.177      1.94       199     0.872
     0/2    236/7328     0.119     0.147      1.49     0.178      1.94       112     0.905
     0/2    237/7328     0.119     0.147      1.49     0.178      1.93       107     0.968
     0/2    238/7328     0.119     0.147      1.49     0.178      1.93       100     0.915
     0/2    239/7328     0.119     0.147      1.49     0.178      1.94       148      1.05
     0/2    240/7328     0.119     0.147      1.49     0.178      1.94       149     0.891
     0/2    241/7328     0.119     0.147      1.49     0.178      1.94       114      1.48
     0/2    242/7328     0.119     0.148      1.49     0.177      1.93        71     0.908
     0/2    243/7328     0.119     0.148      1.49     0.177      1.93        85      1.01
     0/2    244/7328     0.119     0.147      1.49     0.177      1.93       114     0.981
     0/2    245/7328     0.119     0.147      1.49     0.177      1.93       142      1.12
     0/2    246/7328     0.119     0.147      1.49     0.176      1.93        88      1.03
     0/2    247/7328     0.119     0.147      1.49     0.176      1.93       133     0.886
     0/2    248/7328     0.119     0.147      1.49     0.177      1.93       105     0.968
     0/2    249/7328     0.119     0.147      1.49     0.177      1.93        83     0.947
     0/2    250/7328     0.118     0.147      1.49     0.177      1.93        91      0.93
     0/2    251/7328     0.118     0.147      1.48     0.176      1.92        68     0.952
     0/2    252/7328     0.118     0.146      1.49     0.176      1.93       137     0.868
     0/2    253/7328     0.118     0.146      1.49     0.176      1.93       104      1.01
     0/2    254/7328     0.118     0.146      1.49     0.176      1.93       173      1.05
     0/2    255/7328     0.118     0.146      1.49     0.177      1.93        97     0.931
     0/2    256/7328     0.118     0.146      1.49     0.177      1.93        88     0.905
     0/2    257/7328     0.118     0.146      1.49     0.176      1.93       118      0.91
