Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
/gpfs/accounts/robosub_team_root/robosub_team/bdmanley/modelcompression-2019/venv/lib64/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2    153/7328     0.118     0.147      1.39     0.168      1.82        67     0.969
     0/2    154/7328     0.118     0.147      1.39     0.169      1.82       107     0.981
     0/2    155/7328     0.118     0.147      1.39     0.169      1.82       161     0.918
     0/2    156/7328     0.118     0.147      1.39     0.169      1.82       123     0.942
     0/2    157/7328     0.118     0.147      1.39     0.169      1.82       134     0.983
     0/2    158/7328     0.118     0.147      1.39     0.169      1.82       127      1.06
     0/2    159/7328     0.118     0.148      1.39     0.169      1.82       135      1.02
     0/2    160/7328     0.118     0.147      1.39     0.169      1.82       136      0.98
     0/2    161/7328     0.118     0.147      1.39     0.169      1.83       153     0.874
     0/2    162/7328     0.118     0.147      1.39     0.169      1.82        77      0.92
     0/2    163/7328     0.118     0.147      1.39     0.169      1.82       123     0.949
     0/2    164/7328     0.118     0.147      1.39     0.169      1.82        98         1
     0/2    165/7328     0.118     0.147      1.39     0.169      1.82       109     0.911
     0/2    166/7328     0.118     0.146      1.39     0.168      1.82        68      1.04
     0/2    167/7328     0.118     0.146      1.39     0.168      1.82       130      1.02
     0/2    168/7328     0.118     0.146      1.39     0.167      1.82       161     0.985
     0/2    169/7328     0.118     0.146      1.39     0.167      1.82       145      1.19
     0/2    170/7328     0.118     0.146      1.39     0.166      1.82        74      1.12
     0/2    171/7328     0.118     0.146      1.39     0.166      1.82        96     0.964
     0/2    172/7328     0.118     0.146      1.38     0.166      1.81        76       1.1
     0/2    173/7328     0.118     0.146      1.38     0.166      1.81        70      1.13
     0/2    174/7328     0.118     0.146      1.38     0.166      1.81       130      1.03
     0/2    175/7328     0.118     0.146      1.39     0.166      1.82       149      1.03
     0/2    176/7328     0.118     0.146      1.39     0.166      1.81        77      1.04
     0/2    177/7328     0.118     0.146      1.38     0.166      1.81       117      1.05
     0/2    178/7328     0.118     0.145      1.38     0.166      1.81        73      0.89
     0/2    179/7328     0.118     0.145      1.38     0.165      1.81       109      1.15
     0/2    180/7328     0.118     0.145      1.38     0.165      1.81       108      1.04
     0/2    181/7328     0.118     0.145      1.38     0.165      1.81       183     0.988
     0/2    182/7328     0.118     0.146      1.38     0.166      1.81       153      1.08
     0/2    183/7328     0.118     0.146      1.38     0.166      1.81       108      1.11
     0/2    184/7328     0.118     0.145      1.39     0.165      1.82       199     0.903
     0/2    185/7328     0.118     0.145      1.38     0.166      1.81        99      1.04
     0/2    186/7328     0.118     0.145      1.38     0.166      1.81       129     0.926
     0/2    187/7328     0.118     0.145      1.38     0.165      1.81        88     0.934
     0/2    188/7328     0.118     0.145      1.39     0.166      1.81       131      1.22
     0/2    189/7328     0.118     0.145      1.39     0.166      1.82       146      1.02
     0/2    190/7328     0.118     0.145      1.38     0.165      1.81        57     0.972
     0/2    191/7328     0.118     0.145      1.38     0.165      1.81       113      1.02
     0/2    192/7328     0.118     0.145      1.39     0.165      1.82       170     0.916
     0/2    193/7328     0.118     0.145      1.39     0.166      1.82       168     0.987
     0/2    194/7328     0.118     0.145      1.39     0.166      1.82       111     0.927
     0/2    195/7328     0.118     0.146      1.39     0.167      1.82       213     0.961
     0/2    196/7328     0.118     0.146       1.4     0.167      1.83       153         1
     0/2    197/7328     0.118     0.146       1.4     0.167      1.83       169     0.929
     0/2    198/7328     0.118     0.146       1.4     0.167      1.83       123      1.03
     0/2    199/7328     0.118     0.146       1.4     0.168      1.83        97     0.903
     0/2    200/7328     0.118     0.146       1.4     0.168      1.83        98      1.32
     0/2    201/7328     0.118     0.146       1.4     0.168      1.83       136     0.885
     0/2    202/7328     0.118     0.146       1.4     0.168      1.83        88      1.07
     0/2    203/7328     0.118     0.145       1.4     0.168      1.83       173     0.992
     0/2    204/7328     0.118     0.145       1.4     0.168      1.83        81      1.05
     0/2    205/7328     0.118     0.145       1.4     0.168      1.83       117      1.01
     0/2    206/7328     0.118     0.145       1.4     0.168      1.83        94     0.976
     0/2    207/7328     0.118     0.145       1.4     0.168      1.83       126         1
     0/2    208/7328     0.117     0.145       1.4     0.168      1.83        91      1.04
     0/2    209/7328     0.117     0.145       1.4     0.168      1.83       114     0.967
     0/2    210/7328     0.118     0.145       1.4     0.169      1.83       126      1.01
     0/2    211/7328     0.118     0.145       1.4      0.17      1.83        92     0.879
     0/2    212/7328     0.118     0.145       1.4     0.171      1.83        89     0.992
     0/2    213/7328     0.117     0.145       1.4     0.171      1.83       132      1.05
     0/2    214/7328     0.118     0.145       1.4     0.171      1.83       107         1
     0/2    215/7328     0.118     0.145       1.4     0.171      1.83       114      1.14
     0/2    216/7328     0.118     0.145       1.4     0.171      1.84       168      1.01
     0/2    217/7328     0.118     0.145       1.4     0.171      1.84       130      1.02
     0/2    218/7328     0.118     0.145       1.4     0.171      1.84       103     0.907
     0/2    219/7328     0.118     0.146       1.4     0.171      1.84       157      1.01
     0/2    220/7328     0.118     0.146       1.4     0.171      1.84       106     0.963
     0/2    221/7328     0.118     0.146       1.4     0.171      1.84       104      1.08
     0/2    222/7328     0.118     0.145       1.4     0.171      1.83        69         1
     0/2    223/7328     0.118     0.146       1.4     0.172      1.84       131      1.13
     0/2    224/7328     0.118     0.146       1.4     0.172      1.84       101      1.09
     0/2    225/7328     0.118     0.145       1.4     0.172      1.84       103      1.03
     0/2    226/7328     0.118     0.145       1.4     0.172      1.83       101      1.01
     0/2    227/7328     0.118     0.145       1.4     0.172      1.83        98         1
     0/2    228/7328     0.118     0.145       1.4     0.172      1.83       100     0.967
     0/2    229/7328     0.118     0.145      1.39     0.172      1.83        95      1.02
     0/2    230/7328     0.118     0.145       1.4     0.172      1.83       121     0.894
     0/2    231/7328     0.118     0.145      1.39     0.173      1.83        91     0.982
     0/2    232/7328     0.118     0.145       1.4     0.173      1.83       123      0.92
     0/2    233/7328     0.118     0.145       1.4     0.173      1.83       107      1.02
     0/2    234/7328     0.118     0.145       1.4     0.173      1.83        75      1.15
     0/2    235/7328     0.118     0.145       1.4     0.173      1.84       199      1.14
     0/2    236/7328     0.118     0.145       1.4     0.174      1.84       112     0.926
     0/2    237/7328     0.118     0.146       1.4     0.174      1.84       107      1.03
     0/2    238/7328     0.118     0.146       1.4     0.174      1.83       100     0.923
     0/2    239/7328     0.118     0.146       1.4     0.174      1.84       148      1.12
     0/2    240/7328     0.118     0.146       1.4     0.174      1.84       149      1.01
     0/2    241/7328     0.118     0.146       1.4     0.173      1.84       114         1
     0/2    242/7328     0.118     0.146       1.4     0.173      1.83        71     0.981
     0/2    243/7328     0.118     0.146       1.4     0.173      1.83        85     0.925
     0/2    244/7328     0.118     0.146       1.4     0.172      1.83       114      1.03
     0/2    245/7328     0.118     0.146       1.4     0.172      1.83       142      1.04
     0/2    246/7328     0.118     0.145       1.4     0.172      1.83        88      1.18
     0/2    247/7328     0.118     0.145       1.4     0.172      1.83       133     0.923
     0/2    248/7328     0.118     0.146       1.4     0.172      1.83       105      1.04
     0/2    249/7328     0.118     0.145       1.4     0.172      1.83        83      1.04
     0/2    250/7328     0.117     0.145      1.39     0.172      1.83        91     0.967
     0/2    251/7328     0.117     0.145      1.39     0.172      1.83        68      1.09
     0/2    252/7328     0.117     0.145      1.39     0.172      1.83       137     0.949
     0/2    253/7328     0.117     0.145      1.39     0.172      1.83       104     0.975
     0/2    254/7328     0.117     0.145       1.4     0.172      1.83       173     0.963
     0/2    255/7328     0.117     0.145       1.4     0.173      1.83        97     0.939
     0/2    256/7328     0.117     0.145       1.4     0.172      1.83        88     0.947
     0/2    257/7328     0.117     0.145       1.4     0.172      1.83       118      1.04
