Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     1/2    713/7328     0.123     0.167      1.48     0.209      1.97       105      1.43
     1/2    714/7328     0.123     0.167      1.48     0.209      1.97       106      1.69
     1/2    715/7328     0.123     0.167      1.48     0.209      1.98       173      1.33
     1/2    716/7328     0.123     0.167      1.48     0.209      1.97       140      1.34
     1/2    717/7328     0.123     0.167      1.48     0.209      1.97        91      1.38
     1/2    718/7328     0.123     0.167      1.48     0.209      1.98       177      1.66
     1/2    719/7328     0.123     0.167      1.48     0.209      1.98       124      2.34
     1/2    720/7328     0.123     0.167      1.48     0.209      1.98        90      1.37
     1/2    721/7328     0.123     0.167      1.48     0.209      1.98       175      2.47
     1/2    722/7328     0.123     0.167      1.48     0.208      1.98       176      1.37
     1/2    723/7328     0.123     0.167      1.48     0.208      1.98       100      1.57
     1/2    724/7328     0.123     0.167      1.48     0.208      1.97        97      2.13
     1/2    725/7328     0.123     0.167      1.48     0.208      1.98       155      1.17
     1/2    726/7328     0.123     0.167      1.48     0.208      1.97        84      1.42
     1/2    727/7328     0.123     0.167      1.48     0.208      1.97        77      1.45
     1/2    728/7328     0.123     0.167      1.48     0.208      1.97       144       1.3
     1/2    729/7328     0.123     0.167      1.48     0.208      1.97        97      1.56
     1/2    730/7328     0.123     0.167      1.47     0.208      1.97        98      1.73
     1/2    731/7328     0.123     0.167      1.47     0.208      1.97        82      1.42
     1/2    732/7328     0.123     0.167      1.47     0.208      1.97       135      1.93
     1/2    733/7328     0.123     0.167      1.47     0.208      1.97       138      1.29
     1/2    734/7328     0.123     0.167      1.47     0.208      1.97       153      1.62
     1/2    735/7328     0.123     0.167      1.47     0.208      1.97       124       1.8
     1/2    736/7328     0.123     0.167      1.47     0.208      1.97        79      1.41
     1/2    737/7328     0.123     0.167      1.47     0.208      1.97        85      1.54
     1/2    738/7328     0.123     0.167      1.47     0.208      1.97       125      1.43
     1/2    739/7328     0.123     0.166      1.47     0.208      1.97       128      1.24
     1/2    740/7328     0.123     0.167      1.47     0.208      1.97       150      1.53
     1/2    741/7328     0.123     0.167      1.47     0.208      1.97       123      1.53
     1/2    742/7328     0.123     0.167      1.47     0.208      1.97       140      1.61
     1/2    743/7328     0.123     0.167      1.47     0.208      1.97       128      1.52
     1/2    744/7328     0.123     0.167      1.48     0.208      1.97       201      1.45
     1/2    745/7328     0.123     0.167      1.48     0.208      1.97       119      1.21
     1/2    746/7328     0.123     0.167      1.48     0.208      1.97       139      1.33
     1/2    747/7328     0.123     0.167      1.48     0.208      1.97        73      1.21
     1/2    748/7328     0.123     0.167      1.48     0.208      1.97       148      1.49
     1/2    749/7328     0.123     0.167      1.47     0.208      1.97        98      1.44
     1/2    750/7328     0.123     0.167      1.47     0.208      1.97       120      1.75
     1/2    751/7328     0.123     0.167      1.47     0.208      1.97       152      1.41
     1/2    752/7328     0.123     0.167      1.47     0.208      1.97       105       2.4
     1/2    753/7328     0.123     0.167      1.47     0.208      1.97       109      1.32
     1/2    754/7328     0.123     0.167      1.47     0.208      1.97       118       1.4
     1/2    755/7328     0.123     0.167      1.47     0.208      1.97       163      1.56
     1/2    756/7328     0.123     0.167      1.47     0.208      1.97       119      1.75
     1/2    757/7328     0.123     0.167      1.47     0.208      1.97        46      1.99
     1/2    758/7328     0.123     0.167      1.47     0.208      1.97       105      1.56
     1/2    759/7328     0.123     0.167      1.47     0.208      1.97       139      1.44
     1/2    760/7328     0.123     0.167      1.47     0.208      1.97       120      1.39
     1/2    761/7328     0.123     0.167      1.47     0.208      1.97       129      1.42
     1/2    762/7328     0.123     0.167      1.47     0.208      1.97       184      1.71
     1/2    763/7328     0.123     0.167      1.47     0.208      1.97       139      2.02
     1/2    764/7328     0.123     0.167      1.47     0.208      1.97       113      1.35
     1/2    765/7328     0.123     0.167      1.47     0.208      1.97       140      1.33
     1/2    766/7328     0.123     0.167      1.47     0.208      1.97       128      1.52
     1/2    767/7328     0.123     0.167      1.47     0.208      1.97       138      1.52
     1/2    768/7328     0.123     0.167      1.47     0.208      1.97       105      1.45
     1/2    769/7328     0.123     0.167      1.47     0.208      1.97       151      1.45
     1/2    770/7328     0.123     0.167      1.47     0.208      1.97       122       2.5
     1/2    771/7328     0.123     0.167      1.47     0.208      1.97        87      1.34
     1/2    772/7328     0.123     0.167      1.47     0.208      1.97       105      1.33
     1/2    773/7328     0.123     0.167      1.47     0.208      1.97       133      1.49
     1/2    774/7328     0.123     0.167      1.47     0.208      1.97        81       1.6
     1/2    775/7328     0.123     0.167      1.47     0.208      1.97       101      1.28
     1/2    776/7328     0.123     0.167      1.47     0.208      1.97        77      1.57
     1/2    777/7328     0.123     0.167      1.47     0.208      1.97       155      1.66
     1/2    778/7328     0.123     0.167      1.47     0.208      1.97       119      1.37
     1/2    779/7328     0.123     0.167      1.47     0.208      1.97       104      1.46
     1/2    780/7328     0.123     0.167      1.47     0.208      1.97       153      1.55
     1/2    781/7328     0.123     0.167      1.47     0.208      1.97        94      1.71
     1/2    782/7328     0.123     0.167      1.47     0.208      1.97       117      1.49
     1/2    783/7328     0.123     0.167      1.47     0.208      1.97        88      1.46
     1/2    784/7328     0.123     0.167      1.47     0.208      1.97       114      1.66
     1/2    785/7328     0.123     0.167      1.47     0.208      1.97       119       1.9
     1/2    786/7328     0.123     0.167      1.47     0.208      1.97       115      1.39
     1/2    787/7328     0.123     0.167      1.48     0.208      1.97       137      1.55
     1/2    788/7328     0.123     0.167      1.47     0.208      1.97        84      1.27
     1/2    789/7328     0.123     0.167      1.47     0.208      1.97       102      1.42
     1/2    790/7328     0.123     0.167      1.47     0.208      1.97       172      1.95
     1/2    791/7328     0.123     0.167      1.47     0.208      1.97        82      1.38
     1/2    792/7328     0.123     0.167      1.47     0.208      1.97        96      1.27
     1/2    793/7328     0.123     0.167      1.47     0.208      1.97       126      1.22
     1/2    794/7328     0.123     0.167      1.47     0.208      1.97       160      1.23
     1/2    795/7328     0.123     0.167      1.47     0.208      1.97       121      1.16
     1/2    796/7328     0.123     0.167      1.47     0.208      1.97       148      1.81
     1/2    797/7328     0.123     0.166      1.47     0.208      1.97       120      1.26
     1/2    798/7328     0.123     0.166      1.47     0.207      1.97        99      1.32
     1/2    799/7328     0.123     0.167      1.47     0.207      1.97       127      1.39
     1/2    800/7328     0.123     0.167      1.47     0.208      1.97       189      1.45
     1/2    801/7328     0.123     0.167      1.47     0.208      1.97       109      1.83
     1/2    802/7328     0.123     0.167      1.47     0.208      1.97        90      1.29
     1/2    803/7328     0.123     0.167      1.47     0.208      1.97        79      1.42
     1/2    804/7328     0.123     0.167      1.47     0.208      1.97       109       1.3
     1/2    805/7328     0.123     0.167      1.47     0.208      1.97       125      1.64
     1/2    806/7328     0.123     0.167      1.47     0.207      1.97        85      2.02
     1/2    807/7328     0.123     0.167      1.47     0.207      1.97       145       1.2
     1/2    808/7328     0.123     0.167      1.47     0.207      1.97       101      1.37
     1/2    809/7328     0.123     0.167      1.47     0.207      1.97       133      1.49
     1/2    810/7328     0.123     0.167      1.47     0.207      1.97        91      1.62
     1/2    811/7328     0.123     0.167      1.47     0.207      1.97       140      1.49
     1/2    812/7328     0.123     0.167      1.47     0.207      1.97       135      1.71
     1/2    813/7328     0.123     0.167      1.47     0.207      1.97       126      1.47
     1/2    814/7328     0.123     0.167      1.47     0.208      1.97       127       1.3
     1/2    815/7328     0.123     0.167      1.47     0.208      1.97        89      1.45
     1/2    816/7328     0.123     0.167      1.47     0.207      1.97       155       1.3
     1/2    817/7328     0.123     0.167      1.47     0.207      1.97       135      1.56
     1/2    818/7328     0.123     0.167      1.47     0.207      1.97       100      1.44
     1/2    819/7328     0.123     0.167      1.47     0.207      1.97       145      1.77
     1/2    820/7328     0.123     0.167      1.47     0.208      1.97        96      1.61
